,name,type,EFA,thc_input,cbd_input
284,Alice in Wonderland,Hybrid,"Relaxed, Happy, Uplifted, Focused, Creative, Dry Mouth, Anxious, Pine, Earthy, Sweet, Lack of Appetite, Stress, Depression, Muscle Spasms",861.6176470588235,16.0
285,Alien Dutchess,Sativa,"Euphoric, Relaxed, Uplifted, Focused, Happy, Dry Mouth, Sweet, Berry, Lemon, Pain, Stress, Depression, Insomnia, Muscle Spasms",924.3125,30.0
286,Allen Wrench,Hybrid,"Energetic, Happy, Focused, Uplifted, Creative, Dry Mouth, Anxious, Earthy, Pine, Citrus, Stress, Depression, Pain, Lack of Appetite",861.6176470588235,16.0
287,Alpha Blue,Hybrid,"Relaxed, Happy, Euphoric, Uplifted, Energetic, Dry Mouth, Anxious, Paranoid, Blueberry, Sweet, Depression, Pain, Stress, Lack of Appetite",861.6176470588235,16.0
288,Alpha Express,Sativa,"Uplifted, Energetic, Creative, Focused, Talkative, Dry Mouth, Sweet, Depression, Inflammation",924.3125,30.0
289,Amnesia,Sativa,"Happy, Euphoric, Uplifted, Relaxed, Energetic, Dry Mouth, Paranoid, Anxious, Earthy, Sweet, Stress, Depression, Pain, Lack of Appetite",924.3125,30.0
290,Asian Fantasy,Hybrid,"Euphoric, Happy, Energetic, Focused, Tingly, Dry Mouth, Paranoid, Earthy, Skunk, Stress, Pain, Depression",861.6176470588235,16.0
291,Atomical Haze,Sativa,"Happy, Relaxed, Energetic, Uplifted, Creative, Dry Mouth, Sweet, Depression, Stress, Nausea, Pain",924.3125,30.0
292,Bangi Haze,Hybrid,"Horny, Uplifted, Euphoric, Hungry, Berry, Inflammation, Stress",861.6176470588235,16.0
293,Bediol,Sativa,"Relaxed, Uplifted, Happy, Creative, Energetic, Anxious, Earthy, Citrus, Pine, Pain, Stress, Depression, Nausea",924.3125,30.0
294,Bertberry Cheesecake,Sativa,"Uplifted, Creative, Euphoric, Focused, Happy, Dry Mouth, Paranoid, Blueberry, Berry, Insomnia, Stress, Depression",924.3125,30.0
295,Big Sur Holy Bud,Hybrid,"Relaxed, Focused, Uplifted, Creative, Euphoric, Dry Mouth, Pine, Earthy, Stress, Depression, Pain, Nausea",861.6176470588235,16.0
296,Blackberry Haze,Hybrid,"Happy, Relaxed, Uplifted, Hungry, Tingly, Paranoid, Dry Mouth, Anxious, Berry, Sweet, Depression, Pain, Stress, Muscle Spasms",861.6176470588235,16.0
297,Blackberry Lime Haze,Hybrid,"Uplifted, Euphoric, Happy, Focused, Talkative, Berry, Sweet, Lime, Stress, Depression, Pain, Lack of Appetite",861.6176470588235,16.0
298,Blaze,Hybrid,"Euphoric, Energetic, Talkative, Creative, Horny, Dry Mouth, Blueberry, Earthy, Pine, Pain, Stress, Depression, Inflammation",861.6176470588235,16.0
299,Blucifer,Hybrid,"Happy, Uplifted, Relaxed, Focused, Creative, Dry Mouth, Blueberry, Berry, Pain, Depression, Lack of Appetite, Nausea",861.6176470588235,16.0
300,Blue Mountain Fire,Sativa,"Euphoric, Relaxed, Tingly, Uplifted, Happy, Dry Mouth, Paranoid, Earthy, Depression, Stress, Pain",924.3125,30.0
301,Brazil Amazonia,Hybrid,"Relaxed, Uplifted, Euphoric, Focused, Happy, Berry, Earthy, Depression, Stress",861.6176470588235,16.0
302,Buffalo Bill,Sativa,"Euphoric, Relaxed, Uplifted, Tingly, Happy, Dry Mouth, Anxious, Pine, Earthy, Depression, Stress, Pain, Insomnia",924.3125,30.0
303,Cambodian Haze,Sativa,"Euphoric, Happy, Horny, Creative, Relaxed, Dry Mouth, Sweet, Citrus, Lemon, Depression, Stress, Nausea",924.3125,30.0
304,Caramelo,Hybrid,"Happy, Euphoric, Energetic, Focused, Uplifted, Dry Mouth, Sweet, Lavender, Stress, Pain, Depression, Lack of Appetite",861.6176470588235,16.0
305,Carnival,Hybrid,"Talkative, Uplifted, Happy, Energetic, Relaxed, Earthy, Pine, Depression, Insomnia, Lack of Appetite",861.6176470588235,16.0
306,Catfish,Sativa,"Uplifted, Creative, Energetic, Euphoric, Happy, Dry Mouth, Paranoid, Anxious, Earthy, Ammonia, Depression, Lack of Appetite, Stress, Nausea, Pain",924.3125,30.0
307,CBD Mango Haze,Hybrid,"Focused, Uplifted, Energetic, Relaxed, Happy, Paranoid, Dry Mouth, Pepper, Mango, Stress, Pain, Inflammation, Depression",861.6176470588235,16.0
308,Central American,Sativa,"Relaxed, Euphoric, Happy, Hungry, Earthy, Pain, Stress",924.3125,30.0
309,Cerebro Haze,Sativa,"Uplifted, Happy, Relaxed, Creative, Energetic, Pepper, Citrus, Vanilla, Depression, Stress, Lack of Appetite",924.3125,30.0
310,Chocolate Diesel,Hybrid,"Euphoric, Happy, Energetic, Creative, Uplifted, Dry Mouth, Paranoid, Anxious, Pine, Stress, Nausea, Pain, Depression",861.6176470588235,16.0
311,Chocolate Thai,Hybrid,"Relaxed, Uplifted, Happy, Focused, Sleepy, Dry Mouth, Paranoid, Anxious, Earthy, Coffee, Stress, Depression, Pain, Insomnia, Nausea",861.6176470588235,16.0
312,Chocolate Thunder,Sativa,"Uplifted, Creative, Happy, Energetic, Focused, Dry Mouth, Paranoid, Honey, Stress, Depression, Inflammation",924.3125,30.0
313,Cinex,Hybrid,"Energetic, Uplifted, Happy, Focused, Euphoric, Dry Mouth, Anxious, Paranoid, Citrus, Earthy, Depression, Stress, Pain",861.6176470588235,16.0
314,Cirrus,Sativa,"Uplifted, Happy, Talkative, Euphoric, Dry Mouth, Earthy, Depression, Stress, Inflammation",924.3125,30.0
315,Citrus Punch,Sativa,"Energetic, Focused, Happy, Uplifted, Relaxed, Anxious, Citrus, Orange, Depression",924.3125,30.0
316,Clementine,Hybrid,"Happy, Energetic, Euphoric, Relaxed, Uplifted, Dry Mouth, Anxious, Citrus, Orange, Sweet, Stress, Pain, Depression, Nausea",861.6176470588235,16.0
317,Colombian Mojito,Sativa,"Horny, Talkative, Tingly, Uplifted, Creative, Sweet, Citrus, Nausea, Pain",924.3125,30.0
318,Congo,Sativa,"Talkative, Uplifted, Creative, Energetic, Euphoric, Ammonia, Sweet, Depression, Stress",924.3125,30.0
319,Critical Kali Mist,Sativa,"Creative, Focused, Uplifted, Happy, Euphoric, Paranoid, Dry Mouth, Pine, Sweet, Earthy, Depression, Stress, Muscle Spasms",924.3125,30.0
320,Crystal Coma,Hybrid,"Euphoric, Happy, Uplifted, Energetic, Dry Mouth, Paranoid, Anxious, Earthy, Citrus, Sweet, Stress, Depression, Pain, Lack of Appetite",861.6176470588235,16.0
321,Damn Sour,Sativa,"Hungry, Happy, Tingly, Uplifted, Creative, Dry Mouth, Paranoid, Sweet, Earthy, Ammonia, Depression, Nausea, Pain",924.3125,30.0
322,Dance World,Hybrid,"Relaxed, Happy, Uplifted, Euphoric, Talkative, Dry Mouth, Citrus, Earthy, Stress, Depression, Pain, Inflammation, Lack of Appetite",861.6176470588235,16.0
323,DelaHaze,Hybrid,"Uplifted, Happy, Energetic, Euphoric, Dry Mouth, Anxious, Mango, Citrus, Sweet, Depression, Stress, Pain, Lack of Appetite",861.6176470588235,16.0
324,Dirty Girl,Hybrid,"Happy, Uplifted, Euphoric, Creative, Energetic, Dry Mouth, Paranoid, Anxious, Sweet, Pine, Depression, Stress, Pain, Insomnia",861.6176470588235,16.0
325,Django,Sativa,"Energetic, Uplifted, Happy, Talkative, Euphoric, Dry Mouth, Anxious, Sweet, Earthy, Stress, Depression, Insomnia, Muscle Spasms",924.3125,30.0
326,Doctor Doctor,Sativa,"Relaxed, Uplifted, Focused, Happy, Tingly, Sweet, Strawberry, Citrus, Inflammation, Muscle Spasms, Nausea, Pain",924.3125,30.0
327,Doox,Sativa,"Uplifted, Energetic, Happy, Focused, Tingly, Dry Mouth, Sweet, Citrus, Lime, Inflammation, Muscle Spasms, Pain, Depression",924.3125,30.0
328,Dr. Grinspoon,Sativa,"Energetic, Euphoric, Uplifted, Happy, Creative, Dry Mouth, Paranoid, Citrus, Earthy, Depression, Stress, Pain",924.3125,30.0
329,Dream Beaver,Hybrid,"Uplifted, Talkative, Energetic, Creative, Focused, Dry Mouth, Anxious, Pineapple, Earthy, Muscle Spasms, Pain, Seizures",861.6176470588235,16.0
330,Drizella,Hybrid,"Uplifted, Energetic, Happy, Euphoric, Dry Mouth, Sweet, Earthy, Stress, Depression",861.6176470588235,16.0
331,Durban Cookies,Hybrid,"Happy, Relaxed, Uplifted, Talkative, Energetic, Dry Mouth, Paranoid, Anxious, Sweet, Earthy, Pain, Stress, Depression, Inflammation",861.6176470588235,16.0
332,Dutch Hawaiian,Sativa,"Happy, Energetic, Uplifted, Euphoric, Relaxed, Dry Mouth, Anxious, Citrus, Sweet, Depression, Stress, Pain, Nausea",924.3125,30.0
333,East Coast Alien,Sativa,"Happy, Euphoric, Hungry, Relaxed, Creative, Dry Mouth, Paranoid, Anxious, Earthy, Lack of Appetite, Stress, Depression, Pain",924.3125,30.0
334,Electric Lemon G,Hybrid,"Euphoric, Focused, Energetic, Happy, Uplifted, Dry Mouth, Paranoid, Anxious, Lemon, Citrus, Lime, Stress, Depression, Pain, Lack of Appetite",861.6176470588235,16.0
335,Elphinstone,Hybrid,"Happy, Uplifted, Creative, Focused, Relaxed, Anxious, Citrus, Pine, Depression, Pain, Stress",861.6176470588235,16.0
336,Emerald Jack,Hybrid,"Happy, Uplifted, Creative, Horny, Euphoric, Dry Mouth, Anxious, Paranoid, Pine, Earthy, Citrus, Stress, Depression, Pain, Insomnia",861.6176470588235,16.0
337,Full Moon,Hybrid,"Happy, Energetic, Uplifted, Horny, Creative, Ammonia, Depression, Stress, Lack of Appetite",861.6176470588235,16.0
338,Galactic Jack,Hybrid,"Energetic, Focused, Happy, Uplifted, Euphoric, Dry Mouth, Anxious, Citrus, Sweet, Depression, Stress, Pain",861.6176470588235,16.0
339,Gorkle,Sativa,"Relaxed, Happy, Creative, Focused, Horny, Sweet, Pain, Stress",924.3125,30.0
340,Green Haze,Sativa,"Happy, Talkative, Creative, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Pain, Stress, Nausea, Depression, Lack of Appetite",924.3125,30.0
341,Green Lantern,Hybrid,"Uplifted, Euphoric, Happy, Hungry, Talkative, Dry Mouth, Anxious, Paranoid, Citrus, Earthy, Pine, Stress, Depression, Pain",861.6176470588235,16.0
342,Harley Storm,Sativa,"Relaxed, Uplifted, Creative, Euphoric, Happy, Sweet, Inflammation, Pain, Stress, Muscle Spasms, Depression",924.3125,30.0
343,Hawaiian Diesel,Hybrid,"Happy, Relaxed, Uplifted, Creative, Horny, Dry Mouth, Anxious, Citrus, Stress, Lack of Appetite, Pain, Depression",861.6176470588235,16.0
344,Hawaiian Dream,Sativa,"Happy, Relaxed, Focused, Euphoric, Energetic, Dry Mouth, Anxious, Paranoid, Sweet, Pineapple, Depression, Pain, Inflammation, Stress",924.3125,30.0
345,Hawaiian Haze,Hybrid,"Uplifted, Happy, Talkative, Hungry, Dry Mouth, Paranoid, Anxious, Skunk, Stress, Pain, Depression, Nausea, Insomnia",861.6176470588235,16.0
346,Hawaiian Mayan Gold,Sativa,"Uplifted, Creative, Energetic, Euphoric, Happy, Sweet, Lime, Depression, Inflammation, Lack of Appetite, Muscle Spasms",924.3125,30.0
347,Hawaiian Punch,Hybrid,"Happy, Uplifted, Relaxed, Euphoric, Tingly, Anxious, Dry Mouth, Paranoid, Citrus, Sweet, Pain, Stress",861.6176470588235,16.0
348,Haze Berry,Hybrid,"Energetic, Happy, Euphoric, Talkative, Creative, Dry Mouth, Paranoid, Anxious, Berry, Sweet, Blueberry, Depression, Stress, Pain",861.6176470588235,16.0
349,Haze Wreck,Sativa,"Focused, Uplifted, Happy, Euphoric, Talkative, Dry Mouth, Sweet, Skunk, Stress, Depression, Pain, Nausea, Lack of Appetite",924.3125,30.0
350,Heisenberg Kush,Sativa,"Happy, Euphoric, Energetic, Uplifted, Creative, Dry Mouth, Berry, Sweet, Grape, Depression, Stress, Pain",924.3125,30.0
351,Higher Power,Sativa,"Creative, Uplifted, Energetic, Focused, Happy, Dry Mouth, Paranoid, Grape, Depression, Lack of Appetite, Stress, Insomnia",924.3125,30.0
352,Hippie Chicken,Hybrid,"Uplifted, Euphoric, Happy, Creative, Energetic, Dry Mouth, Anxious, Sweet, Pepper, Stress, Depression, Nausea, Pain",861.6176470588235,16.0
353,Hoodwreck,Sativa,"Euphoric, Happy, Creative, Energetic, Focused, Sweet, Depression",924.3125,30.0
354,Hurricane,Sativa,"Euphoric, Happy, Relaxed, Energetic, Uplifted, Dry Mouth, Anxious, Sweet, Grape, Stress, Pain, Nausea, Depression",924.3125,30.0
355,In The Pines,Hybrid,"Uplifted, Focused, Relaxed, Creative, Happy, Dry Mouth, Paranoid, Pine, Pineapple, Earthy, Inflammation, Pain, Stress, Muscle Spasms, Depression",861.6176470588235,16.0
356,Incredible Hulk,Sativa,"Happy, Uplifted, Focused, Euphoric, Creative, Dry Mouth, Paranoid, Sweet, Earthy, Citrus, Pain, Lack of Appetite, Insomnia, Stress, Depression",924.3125,30.0
357,Island Haze,Hybrid,"Creative, Uplifted, Relaxed, Sleepy, Talkative, Sweet, Berry, Blueberry, Depression, Stress",861.6176470588235,16.0
358,Island Maui Haze,Sativa,"Euphoric, Tingly, Creative, Uplifted, Horny, Dry Mouth, Anxious, Paranoid, Mango, Ammonia, Stress, Depression, Nausea",924.3125,30.0
359,Jack Diesel,Hybrid,"Happy, Energetic, Creative, Uplifted, Dry Mouth, Paranoid, Sweet, Citrus, Depression, Inflammation, Stress, Pain",861.6176470588235,16.0
360,Jack Skellington,Hybrid,"Creative, Relaxed, Euphoric, Energetic, Happy, Dry Mouth, Paranoid, Anxious, Citrus, Sweet, Stress, Depression, Pain, Muscle Spasms",861.6176470588235,16.0
361,Jack Smack,Sativa,"Energetic, Uplifted, Focused, Happy, Creative, Dry Mouth, Blueberry, Earthy, Depression, Stress, Lack of Appetite",924.3125,30.0
362,Jack Wreck,Hybrid,"Energetic, Happy, Uplifted, Euphoric, Creative, Dry Mouth, Paranoid, Citrus, Sweet, Earthy, Pain, Depression, Stress, Insomnia",861.6176470588235,16.0
363,Jackalope,Sativa,"Happy, Relaxed, Horny, Sleepy, Talkative, Dry Mouth, Paranoid, Citrus, Earthy, Depression, Insomnia, Stress",924.3125,30.0
364,Jacky White,Hybrid,"Energetic, Relaxed, Happy, Focused, Euphoric, Dry Mouth, Anxious, Paranoid, Citrus, Stress, Nausea, Depression, Pain",861.6176470588235,16.0
365,Jahwaiian,Sativa,"Horny, Creative, Energetic, Euphoric, Happy, Paranoid, Sweet, Earthy, Pain",924.3125,30.0
366,Jamaican Dream,Hybrid,"Happy, Euphoric, Uplifted, Relaxed, Talkative, Dry Mouth, Paranoid, Earthy, Lime, Stress, Depression, Nausea, Muscle Spasms, Pain",861.6176470588235,16.0
367,Jamaican Lion,Hybrid,"Uplifted, Relaxed, Happy, Energetic, Talkative, Dry Mouth, Paranoid, Earthy, Lime, Pain, Stress, Muscle Spasms, Depression",861.6176470588235,16.0
368,Jenni,Sativa,"Euphoric, Happy, Relaxed, Uplifted, Creative, Sweet, Berry, Pain, Depression, Lack of Appetite, Stress",924.3125,30.0
369,Jesus OG,Hybrid,"Happy, Euphoric, Uplifted, Focused, Creative, Dry Mouth, Anxious, Paranoid, Earthy, Citrus, Lemon, Stress, Depression, Pain",861.6176470588235,16.0
370,Jock Horror,Hybrid,"Euphoric, Happy, Creative, Hungry, Relaxed, Dry Mouth, Anxious, Sweet, Berry, Earthy, Depression, Stress, Lack of Appetite, Insomnia",861.6176470588235,16.0
371,Johnnyâ€™s Tonic,Sativa,"Happy, Relaxed, Uplifted, Euphoric, Focused, Dry Mouth, Skunk, Inflammation, Nausea, Pain",924.3125,30.0
372,Kali 47,Sativa,"Uplifted, Creative, Energetic, Euphoric, Happy, Sweet, Vanilla, Depression, Inflammation, Muscle Spasms",924.3125,30.0
373,Kauaâ€™i Electric,Sativa,"Creative, Energetic, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Earthy, Sweet, Stress, Depression, Lack of Appetite, Pain",924.3125,30.0
374,Lime Haze,Hybrid,"Happy, Energetic, Relaxed, Euphoric, Uplifted, Dry Mouth, Anxious, Lime, Citrus, Stress, Nausea, Depression",861.6176470588235,16.0
375,Kilimanjaro,Sativa,"Energetic, Happy, Talkative, Creative, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Pine, Depression, Stress, Pain, Muscle Spasms",924.3125,30.0
376,Killing Fields,Sativa,"Energetic, Happy, Focused, Euphoric, Uplifted, Dry Mouth, Paranoid, Lemon, Citrus, Depression, Stress, Pain, Nausea",924.3125,30.0
377,Kona Gold,Hybrid,"Happy, Energetic, Uplifted, Creative, Euphoric, Dry Mouth, Anxious, Paranoid, Sweet, Honey, Depression, Stress, Nausea, Pain",861.6176470588235,16.0
378,La NiÃ±a,Sativa,"Uplifted, Creative, Energetic, Talkative, Euphoric, Sweet, Earthy, Pain, Inflammation, Depression, Insomnia",924.3125,30.0
379,Laughing Buddha,Sativa,"Happy, Euphoric, Uplifted, Energetic, Dry Mouth, Paranoid, Anxious, Citrus, Sweet, Depression, Stress, Pain, Lack of Appetite",924.3125,30.0
380,Lavender Haze,Sativa,"Happy, Focused, Relaxed, Euphoric, Uplifted, Dry Mouth, Anxious, Paranoid, Lavender, Earthy, Stress, Depression, Pain, Inflammation, Lack of Appetite",924.3125,30.0
381,Lemon Bubble,Sativa,"Happy, Energetic, Euphoric, Tingly, Talkative, Dry Mouth, Paranoid, Anxious, Lemon, Citrus, Sweet, Depression, Muscle Spasms, Stress, Pain",924.3125,30.0
382,Lemon Cake,Hybrid,"Happy, Relaxed, Creative, Energetic, Euphoric, Lemon, Sweet, Stress",861.6176470588235,16.0
383,Lemon Jack,Hybrid,"Energetic, Happy, Relaxed, Euphoric, Dry Mouth, Anxious, Paranoid, Lemon, Citrus, Earthy, Stress, Depression, Pain",861.6176470588235,16.0
384,Lemon Meringue,Hybrid,"Uplifted, Happy, Creative, Energetic, Talkative, Anxious, Lemon, Citrus, Sweet, Depression, Stress, Pain",861.6176470588235,16.0
385,Lemon Pie,Hybrid,"Uplifted, Happy, Energetic, Euphoric, Sleepy, Dry Mouth, Citrus, Lemon, Stress, Depression",861.6176470588235,16.0
386,Lemon Thai,Hybrid,"Happy, Talkative, Relaxed, Sleepy, Uplifted, Dry Mouth, Anxious, Paranoid, Lemon, Sweet, Stress, Pain, Depression, Lack of Appetite",861.6176470588235,16.0
387,Leonidas,Sativa,"Focused, Horny, Uplifted, Creative, Energetic, Dry Mouth, Grape, Lavender, Depression, Insomnia, Lack of Appetite, Stress, Muscle Spasms",924.3125,30.0
388,Light of Jah,Hybrid,"Happy, Uplifted, Energetic, Euphoric, Focused, Dry Mouth, Earthy, Stress, Depression, Pain",861.6176470588235,16.0
389,Lime Skunk,Hybrid,"Uplifted, Creative, Relaxed, Happy, Euphoric, Dry Mouth, Anxious, Lime, Citrus, Lemon, Depression, Stress, Pain, Muscle Spasms",861.6176470588235,16.0
390,Limon,Hybrid,"Happy, Relaxed, Uplifted, Energetic, Focused, Dry Mouth, Paranoid, Anxious, Lemon, Citrus, Pain, Inflammation, Depression, Stress",861.6176470588235,16.0
391,Madcow,Sativa,"Sleepy, Uplifted, Energetic, Relaxed, Talkative, Dry Mouth, Anxious, Sweet, Earthy, Ammonia, Depression, Stress",924.3125,30.0
392,Magnum PI,Sativa,"Uplifted, Focused, Energetic, Euphoric, Creative, Citrus, Pine, Depression, Stress",924.3125,30.0
393,Malakoff,Sativa,"Focused, Talkative, Creative, Energetic, Happy, Dry Mouth, Sweet, Earthy, Stress, Pain, Muscle Spasms, Depression",924.3125,30.0
394,Malawi,Sativa,"Energetic, Focused, Uplifted, Relaxed, Happy, Dry Mouth, Paranoid, Anxious, Earthy, Stress, Depression, Nausea",924.3125,30.0
395,Mango Haze,Hybrid,"Happy, Uplifted, Relaxed, Euphoric, Energetic, Dry Mouth, Anxious, Mango, Sweet, Stress, Depression, Pain, Lack of Appetite",861.6176470588235,16.0
396,Matanuska Thunder Fuck,Sativa,"Euphoric, Happy, Relaxed, Creative, Energetic, Dry Mouth, Anxious, Paranoid, Earthy, Pine, Depression, Stress, Pain, Inflammation",924.3125,30.0
397,Maui Citrus Punch,Sativa,"Relaxed, Energetic, Uplifted, Creative, Euphoric, Citrus, Skunk, Stress, Inflammation, Muscle Spasms, Pain",924.3125,30.0
398,Maui Wowie,Sativa,"Happy, Uplifted, Euphoric, Energetic, Creative, Dry Mouth, Paranoid, Anxious, Sweet, Pineapple, Stress, Depression, Pain",924.3125,30.0
399,MediHaze,Sativa,"Happy, Focused, Uplifted, Relaxed, Energetic, Anxious, Dry Mouth, Paranoid, Pine, Earthy, Citrus, Pain, Stress, Depression, Inflammation, Nausea",924.3125,30.0
400,Megalodon,Sativa,"Uplifted, Happy, Creative, Energetic, Euphoric, Dry Mouth, Paranoid, Anxious, Skunk, Earthy, Stress, Depression, Lack of Appetite, Nausea",924.3125,30.0
401,Memory Loss,Hybrid,"Uplifted, Happy, Talkative, Focused, Creative, Dry Mouth, Anxious, Earthy, Sweet, Stress, Depression, Pain, Nausea",861.6176470588235,16.0
402,Middlefork x Pineapple Express,Sativa,"Happy, Tingly, Uplifted, Euphoric, Anxious, Grape, Sweet, Lime, Lack of Appetite, Pain, Depression, Stress",924.3125,30.0
403,Moonshine Haze,Sativa,"Uplifted, Happy, Euphoric, Talkative, Creative, Dry Mouth, Anxious, Paranoid, Earthy, Citrus, Stress, Depression, Muscle Spasms",924.3125,30.0
404,Moose and Lobsta,Hybrid,"Creative, Relaxed, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid, Sweet, Lack of Appetite, Depression, Stress, Pain",861.6176470588235,16.0
405,Mother Tongue,Sativa,"Euphoric, Happy, Relaxed, Hungry, Sleepy, Paranoid, Anxious, Dry Mouth, Earthy, Lack of Appetite, Stress, Pain, Inflammation",924.3125,30.0
406,Motherâ€™s Finest,Sativa,"Horny, Happy, Uplifted, Creative, Energetic, Dry Mouth, Anxious, Paranoid, Lemon, Sweet, Pine, Pain, Depression, Inflammation, Stress",924.3125,30.0
407,Narnia,Sativa,"Creative, Energetic, Focused, Uplifted, Happy, Dry Mouth, Paranoid, Anxious, Sweet, Earthy, Citrus, Stress, Depression, Pain, Lack of Appetite",924.3125,30.0
408,Nepalese,Sativa,"Relaxed, Happy, Uplifted, Euphoric, Sleepy, Dry Mouth, Paranoid, Earthy, Sweet, Stress, Depression, Pain, Nausea, Insomnia",924.3125,30.0
409,NightFire OG,Hybrid,"Talkative, Energetic, Happy, Euphoric, Creative, Dry Mouth, Anxious, Earthy, Citrus, Stress, Depression",861.6176470588235,16.0
410,Nina Limone,Sativa,"Euphoric, Creative, Focused, Relaxed, Happy, Anxious, Lemon, Citrus, Depression, Pain, Stress",924.3125,30.0
411,NL5 Haze Mist,Hybrid,"Relaxed, Happy, Creative, Hungry, Euphoric, Earthy, Sweet, Stress, Depression, Nausea",861.6176470588235,16.0
412,Northern Lights #5 x Haze,Hybrid,"Uplifted, Happy, Relaxed, Energetic, Focused, Dry Mouth, Anxious, Earthy, Pine, Stress, Lack of Appetite, Depression, Nausea",861.6176470588235,16.0
413,Nurse Jackie,Hybrid,"Euphoric, Happy, Relaxed, Uplifted, Hungry, Dry Mouth, Lemon, Pine, Pain, Stress, Inflammation, Muscle Spasms",861.6176470588235,16.0
414,NYPD,Sativa,"Uplifted, Relaxed, Happy, Energetic, Euphoric, Anxious, Dry Mouth, Paranoid, Earthy, Stress, Depression, Pain",924.3125,30.0
415,Orange Durban,Sativa,"Energetic, Talkative, Uplifted, Focused, Creative, Dry Mouth, Orange, Sweet, Citrus, Depression, Stress",924.3125,30.0
416,Orange Wreck,Sativa,"Uplifted, Creative, Energetic, Euphoric, Focused, Dry Mouth, Orange, Pine, Citrus, Depression, Inflammation, Stress",924.3125,30.0
417,Oregon Pinot Noir,Hybrid,"Happy, Relaxed, Uplifted, Euphoric, Sleepy, Grape, Sweet, Berry, Nausea, Lack of Appetite, Pain, Stress, Insomnia",861.6176470588235,16.0
418,Outer Space,Hybrid,"Uplifted, Energetic, Happy, Creative, Euphoric, Dry Mouth, Anxious, Paranoid, Citrus, Sweet, Pine, Stress, Pain, Depression, Lack of Appetite",861.6176470588235,16.0
419,Outlaw,Hybrid,"Euphoric, Energetic, Uplifted, Creative, Horny, Earthy, Depression, Pain, Stress",861.6176470588235,16.0
420,Pagoda,Hybrid,"Talkative, Uplifted, Creative, Energetic, Euphoric, Pineapple, Mango, Depression, Inflammation, Insomnia, Pain",861.6176470588235,16.0
421,Pineapple Fields,Hybrid,"Happy, Relaxed, Uplifted, Creative, Euphoric, Dry Mouth, Paranoid, Anxious, Sweet, Pineapple, Citrus, Inflammation, Stress, Pain",861.6176470588235,16.0
422,Pineapple Haze,Hybrid,"Relaxed, Euphoric, Happy, Uplifted, Focused, Dry Mouth, Paranoid, Pineapple, Citrus, Depression, Stress, Lack of Appetite",861.6176470588235,16.0
423,Pineapple Jack,Hybrid,"Relaxed, Energetic, Uplifted, Happy, Focused, Dry Mouth, Paranoid, Pineapple, Citrus, Sweet, Stress, Depression, Lack of Appetite",861.6176470588235,16.0
424,Pineapple OG,Hybrid,"Happy, Euphoric, Relaxed, Focused, Uplifted, Dry Mouth, Anxious, Pineapple, Lemon, Earthy, Pain, Depression, Stress, Inflammation",861.6176470588235,16.0
425,Pineapple Punch,Hybrid,"Energetic, Uplifted, Creative, Horny, Happy, Dry Mouth, Pineapple, Depression, Stress, Lack of Appetite, Insomnia",861.6176470588235,16.0
426,Pineapple Purps,Sativa,"Relaxed, Creative, Uplifted, Happy, Talkative, Dry Mouth, Anxious, Pineapple, Sweet, Earthy, Inflammation, Depression",924.3125,30.0
427,Pineapple Super Silver Haze,Sativa,"Happy, Uplifted, Euphoric, Creative, Energetic, Dry Mouth, Anxious, Paranoid, Pineapple, Citrus, Sweet, Stress, Depression, Lack of Appetite, Pain",924.3125,30.0
428,Purple Champagne,Hybrid,"Uplifted, Focused, Creative, Euphoric, Happy, Dry Mouth, Grape, Earthy, Stress, Pain, Depression",861.6176470588235,16.0
429,Purple Power,Hybrid,"Happy, Relaxed, Uplifted, Talkative, Energetic, Dry Mouth, Earthy, Sweet, Lack of Appetite, Stress, Depression",861.6176470588235,16.0
430,Purple Tangie,Sativa,"Happy, Relaxed, Creative, Hungry, Uplifted, Dry Mouth, Paranoid, Citrus, Sweet, Lemon, Depression, Stress, Pain, Lack of Appetite",924.3125,30.0
431,Purple Thai,Hybrid,"Happy, Relaxed, Uplifted, Euphoric, Energetic, Dry Mouth, Earthy, Citrus, Sweet, Stress, Depression",861.6176470588235,16.0
432,Q3,Sativa,"Happy, Tingly, Uplifted, Energetic, Citrus, Orange, Pain, Stress, Depression, Insomnia",924.3125,30.0
433,Quantum Kush,Hybrid,"Happy, Energetic, Uplifted, Euphoric, Relaxed, Dry Mouth, Paranoid, Anxious, Sweet, Earthy, Depression, Stress, Lack of Appetite, Pain",861.6176470588235,16.0
434,Raspberry Cough,Hybrid,"Happy, Uplifted, Focused, Euphoric, Relaxed, Dry Mouth, Anxious, Berry, Sweet, Earthy, Stress, Depression, Pain, Nausea",861.6176470588235,16.0
435,Red Congolese,Hybrid,"Energetic, Euphoric, Uplifted, Happy, Focused, Dry Mouth, Anxious, Earthy, Stress, Depression, Pain",861.6176470588235,16.0
436,Red Headed Stranger,Sativa,"Focused, Happy, Energetic, Uplifted, Creative, Dry Mouth, Paranoid, Anxious, Citrus, Earthy, Depression, Stress, Pain, Lack of Appetite",924.3125,30.0
